director,peso_diretor
Shan Serafin,3.4
Shana Betz,5.6
Shana Feste,6.4
Shane Abbess,5.5
Shane Acker,7.4
Shane Black,7.6
Shane Carruth,6.9
Shane Dawson,5.2
Shane Dax Taylor,6.2
Shane Edelman,4.5
Shane Meadows,7.1
Shane O'Sullivan,6.9
Shane Ryan,3.4
Shane Salerno,6.6
Shane Thueson,4.2
Shane Van Dyke,3.1
Shannon Hartman,7.8
Shannon Harvey,6.3
Shanra J. Kehl,
Sharat Katariya,7.5
Sharmeen Obaid-Chinoy,8.9
Sharon Bar-Ziv,6.3
Sharon Bridgeman,6.1
Sharon Kon,7.6
Sharon Lockhart,5.9
Sharon Maguire,6.3
Sharon Pollack,5.9
Sharon Wilharm,
Sharon von Wietersheim,5.7
Sharunas Bartas,7.1
Shashanka Ghosh,6.4
Shashant Shah,7.9
Shashilal K. Nair,4.1
Shaul Schwarz,7.3
Shaun Monson,8.3
Shawn Amos,8.2
Shawn Christensen,7.6
Shawn Crahan,
Shawn Holmes,6.9
Shawn Ku,5.9
Shawn Levy,6.1
Shawn Linden,6.4
Shawn Papazian,4.7
Shawn Piller,5.7
Shekhar Kapur,7.5
Sheldon Candis,5.8
Sheldon Larry,6.4
Sheldon Lettich,5.2
Sheldon Reynolds,5.9
Sheldon Wilson,4.2
Shem Bitterman,5.0
Shemi Zarhin,7.5
Sheng Ding,6.3
Sheree Folkson,6.8
Sheree Le Mon,5.0
Sherman A. Rose,5.7
Sherman Alexie,6.9
Sherry Hormann,6.4
Shi-Zheng Chen,6.2
Shigehiro Ozawa,6.8
Shigemichi Sugita,7.3
Shigeo Tanaka,4.2
Shigeyasu Yamauchi,7.2
Shimako Sato,6.2
Shimit Amin,8.0
Shimmy Marcus,5.7
Shimon Dotan,4.5
Shin'ya Tsukamoto,6.7
Shin-woo Park,6.8
Shin-yeon Won,6.9
Shinichir� Watanabe,7.5
Shinji Aoyama,7.0
Shinji Aramaki,6.6
Shinji Higuchi,5.7
Shinji Imaoka,6.2
Shinji S�mai,7.1
Shinobu Yaguchi,7.4
Shinsuke Sato,6.3
Shinsuke Takizawa,7.6
Shintaro Shimosawa,
Shintar� Katsu,7.2
Shion Sono,7.1
Shira Geffen,6.0
Shira Lane,7.1
Shira Piven,5.9
Shirish Kunder,2.5
Shirley Barrett,7.0
Shirley Clarke,7.2
Shirley MacLaine,6.2
Shirley Sun,7.0
Shirlyn Wong,7.4
Shir� Toyoda,7.0
Shivajee Chandrabhushan,7.1
Shivam Nair,7.1
Shoaib Mansoor,8.4
Shogo Yabuuchi,6.0
Shola Lynch,6.7
Shona Auerbach,7.8
Shonali Bose,7.4
Shoojit Sircar,7.8
Shozin Fukui,5.6
Shripal Morakhia,4.3
Shu-peng Yang,5.9
Shuji Goto,4.8
Shun Nakahara,7.0
Shunji Iwai,7.1
Shunya It�,7.4
Shyam Benegal,7.7
Shyam Madiraju,7.3
Shyam Ramsay,2.1
Sh�hei Imamura,7.5
Sh�hei Morita,7.0
Sh�ichi Okita,7.4
Sh�ichir� Masumoto,4.8
Sh�ji Iuchi,7.3
Sh�ji Kawamori,7.1
Sh�ji Terayama,7.5
Sh�suke Kaneko,7.3
Sh�suke Murakami,7.0
Si-myung Lee,6.2
Sian Heder,
Sid Bennett,4.7
Sid Laverents,6.9
Siddharth Anand,6.0
Siddiq Barmak,7.4
Siddique,4.5
Sidharth Srinivasan,5.9
Sidney Franklin,6.8
Sidney Gilliat,7.2
Sidney Hayers,6.7
Sidney J. Furie,5.4
Sidney Lanfield,6.8
Sidney Lumet,6.7
Sidney Miller,5.5
Sidney Poitier,6.0
Sidney Salkow,6.2
Sidney Sheldon,6.0
Sidney Sokhona,
Sidney W. Pink,4.4
Siegfried,7.2
Siegfried Hartmann,6.6
Sigi Rothemund,5.5
Signe Baumane,7.5
Sijie Dai,7.0
Silvano Agosti,7.0
Silvia St. Croix,4.4
Silvio Amadio,6.3
Silvio Caiozzi,7.3
Silvio Narizzano,5.9
Silvio Soldini,6.7
Silviu Purcarete,7.2
Simeon Halligan,4.7
Simo Halinen,6.4
Simon Aboud,6.1
Simon Arthur,6.6
Simon Brand,6.8
Simon Callow,6.4
Simon Cartwright,
Simon Cellan Jones,6.5
Simon Curtis,7.2
Simon Davidson,4.9
Simon De Selva,4.2
Simon Dixon,
Simon Ellis,4.5
Simon Fellows,5.2
Simon Fitzmaurice,7.0
Simon Hesera,6.7
Simon Hung,2.6
Simon Hunter,5.2
Simon Hynd,5.8
Simon J. Smith,6.5
Simon Jaquemet,7.0
Simon Kaijser,6.1
Simon Klose,7.6
Simon Langton,6.2
Simon Lecl�re,6.7
Simon Moore,6.5
Simon Nuchtern,5.2
Simon Pummell,6.0
Simon Rouby,
Simon Rumley,6.2
Simon Sandquist,5.4
Simon Shore,7.7
Simon Sprackling,5.4
Simon Staho,6.0
Simon Stone,8.3
Simon Verhoeven,6.4
Simon Wells,6.1
Simon West,6.2
Simon Wincer,5.8
Simona Izzo,4.6
Simone Bartesaghi,4.6
Simone North,6.5
Sina Ataeian Dena,
Sinan Akkus,5.1
Sini Anderson,7.4
Sinisa Gacic,
Siu-Hung Chung,5.6
Siu-Hung Leung,5.6
Siu-Tung Ching,6.0
Siva,6.8
Skip Kite,8.3
Skip Woods,7.2
Skott Snider,5.7
Slava Tsukerman,5.2
Slavko Spionjak,5.9
Slawomir Fabicki,6.8
Sloane U'Ren,5.8
Slobodan Sijan,9.0
Sl�vek Hor�k,6.7
Sngmoo Lee,6.3
Snjezana Tribuson,7.2
Snow Zou,4.9
So Yong Kim,6.5
Sofia Coppola,6.6
Sofia Shinas,4.3
Sohail Khan,5.0
Soham Shah,4.5
Sohrab Shahid Saless,7.8
Sol Tryon,6.4
Sollace Mitchell,5.2
Son Yong-ho,5.3
Songyos Sugmakanan,7.9
Sonia Anderson,6.8
Sonja Heiss,6.4
Sonja Prosenc,7.4
Sonny Laguna,4.1
Sonny Mallhi,6.2
Soo-ah Hwang,6.6
Sook-Yin Lee,5.8
Soon-Mi Yoo,6.2
Soonrye Yim,7.1
Soopum Sohn,4.8
Sooraj R. Barjatya,5.9
Sophia Takal,
Sophia Turkiewicz,7.5
Sophie Barthes,6.1
Sophie Chiarello,4.6
Sophie Fiennes,7.5
Sophie Filli�res,5.7
Sophie Goodhart,
Sophie Huber,7.3
Sophie Hyde,6.6
Sophie Laloy,5.6
Sophie Lellouche,6.2
Sophie Letourneur,5.1
Sophie Marceau,4.8
Sophon Sakdaphisit,6.1
Sotiris Dounoukos,
Souleymane Ciss�,7.2
Soumik Sen,6.2
Spede Pasanen,5.3
Spencer Gordon Bennet,6.4
Spencer McCall,6.2
Spencer Susser,7.1
Spencer Williams,5.2
Spike Jonze,7.5
Spike Lee,6.6
Spiro Razatos,4.6
Srdan Golubovic,7.9
Srdjan Dragojevic,7.5
Srdjan Karanovic,7.2
Srdjan Koljevic,7.4
Srdjan Spasojevic,5.3
Srdjan Vuletic,7.3
Sreenu Vaitla,7.2
Srijit Mukherji,8.0
Sriram Raghavan,6.8
St. Clair Bourne,6.5
St. John Legh Clowes,6.1
Stacie Passon,5.7
Stacy Cochran,5.1
Stacy Peralta,7.7
Stacy Title,5.4
Staffan G�testam,5.6
Staffan Lindberg,5.5
Stamatis Tsarouchas,5.8
Stan Brakhage,6.7
Stan Dragoti,5.9
Stan Foster,5.0
Stan Lathan,7.5
Stan Phillips,6.0
Stan Winston,6.9
Stanislav Barabas,7.6
Stanislav Govorukhin,7.7
Stanislav Rostotskiy,7.9
Stanislaw Bareja,7.8
Stanley A. Long,3.9
Stanley Donen,6.6
Stanley J. Orzel,3.5
Stanley Kramer,7.1
Stanley Kubrick,7.5
Stanley Kwan,7.5
Stanley Lewis,4.1
Stanley M. Brooks,5.5
Stanley Nelson,7.5
Stanley R. Jaffe,7.0
Stanley Tong,5.9
Stanley Tucci,6.3
Stanley Yung,6.6
Stanton Barrett,
Stas Mareev,5.1
Stathis Athanasiou,5.8
Stavros Kazantzidis,6.1
Stavros Tsiolis,7.5
Stefan C. Schaefer,5.6
Stefan Faldbakken,5.9
Stefan Forbes,7.7
Stefan Haupt,7.2
Stefan Holtz,5.8
Stefan Jarl,6.4
Stefan Krohmer,6.4
Stefan Liberski,6.5
Stefan Marc,5.0
Stefan Pleszczynski,5.2
Stefan Roman,4.8
Stefan Ruzowitzky,6.4
Stefan Scaini,6.8
Stefan Schwartz,6.7
Stefan Schwietert,8.1
Stefano Bessoni,4.8
Stefano Chiantini,6.1
Stefano Milla,2.3
Stefano Mordini,5.5
Stefano Sollima,6.6
Stefen Fangmeier,5.1
Steffen Sch�ffler,7.0
Steffi Kammerer,
Stelana Kliris,6.2
Stellan Rye,6.5
Stelvio Massi,6.1
Steno,6.5
Stepan Altrichter,6.9
Steph Green,6.2
Stephan Apelgren,6.1
Stephan Brenninkmeijer,5.9
Stephan Elliott,6.1
Stephan Komandarev,7.6
Stephan Lacant,7.5
Stephan Lamby,5.8
Stephan Schultze,
Stephan Wagner,7.3
Stephan Zlotescu,6.7
Stephane Riethauser,7.5
Stephanie Black,7.7
Stephanie Rothman,5.1
Stephanie Soechtig,7.7
Stephen Auerbach,7.6
Stephen Belber,6.2
Stephen Berra,6.5
Stephen Bradley,5.9
Stephen Bridgewater,6.7
Stephen Burke,5.6
Stephen C. Apostolof,2.7
Stephen Carpenter,3.8
Stephen Chbosky,8.0
Stephen Chiodo,6.1
Stephen Chow,7.2
Stephen Cognetti,
Stephen Cone,7.7
Stephen Cornwell,4.5
Stephen Cragg,3.9
Stephen Daldry,7.5
Stephen Deutsch,6.5
Stephen Dunn,
Stephen Durham,5.6
Stephen Dwoskin,6.5
Stephen Elliott,4.8
Stephen Fingleton,7.5
Stephen Finnigan,7.3
Stephen Frears,6.9
Stephen Fry,6.6
Stephen Fung,6.1
Stephen Furst,3.6
Stephen Gaghan,6.3
Stephen Gyllenhaal,6.2
Stephen Herek,5.9
Stephen Hopkins,6.2
Stephen J. Anderson,6.9
Stephen Johnson,6.8
Stephen K. Bannon,2.3
Stephen Kay,5.3
Stephen Kessler,6.3
Stephen Kijak,6.7
Stephen King,5.4
Stephen Lance,5.3
Stephen Low,6.6
Stephen Maing,7.3
Stephen Marshall,7.0
Stephen Merchant,6.8
Stephen Metcalfe,5.8
Stephen Milburn Anderson,6.4
Stephen Norrington,6.2
Stephen Poliakoff,6.9
Stephen Purvis,5.4
Stephen Reynolds,5.9
Stephen Roberts,6.9
Stephen S. Campanelli,6.2
Stephen Shimek,3.8
Stephen Sommers,6.3
Stephen Suettinger,
Stephen Surjik,6.6
Stephen Tolkin,6.0
Stephen Vidano,8.4
Stephen Vittoria,7.6
Stephen Weeks,5.0
Stephen Whittaker,6.8
Stephen Woolley,5.8
Stere Gulea,8.9
Sterlin Harjo,5.5
Sterling Van Wagenen,6.6
Stevan Filipovic,6.3
Stevan Mena,5.1
Stevan Riley,7.5
Steve 'Spaz' Williams,5.4
Steve Anderson,6.7
Steve Antin,6.1
Steve Balderson,5.6
Steve Barker,5.5
Steve Barkett,4.2
Steve Barnett,5.2
Steve Barron,6.2
Steve Beck,5.5
Steve Bendelack,5.3
Steve Binder,8.4
Steve Boyum,5.3
Steve Buscemi,6.8
Steve Carr,5.1
Steve Carver,5.2
Steve Cohen,4.9
Steve Conrad,5.7
Steve De Jarnatt,6.2
Steve Goltz,4.1
Steve Gomer,5.0
Steve Gordon,6.9
Steve Guttenberg,5.4
Steve Hoefer,6.9
Steve Hoover,8.1
Steve Hudgins,5.1
Steve Hudson,6.9
Steve Jacobs,6.6
Steve James,7.4
Steve Kloves,6.5
Steve Kopera,6.0
Steve Kroschel,7.3
Steve Latshaw,2.7
Steve Lawrence,6.3
Steve Lawson,3.7
Steve Lickteig,7.1
Steve Loter,7.2
Steve Martino,
Steve McQueen,7.7
Steve Miner,5.5
Steve Oedekerk,6.3
Steve Oram,7.0
Steve Payne,8.7
Steve Pink,6.1
Steve Previn,7.0
Steve Purcell,5.6
Steve Rash,5.6
Steve Reeves,5.5
Steve Roberts,7.0
Steve Rosenbaum,7.3
Steve Sekely,5.7
Steve Shill,4.9
Steve Skrovan,5.7
Steve Stark,5.1
Steve Stone,4.6
Steve Taylor,6.3
Steve Trenbirth,5.2
Steve Wang,6.5
Steve Webb,7.8
Steve White,4.0
Steve Wolsh,2.6
Steve Woo,4.9
Steve Yeager,7.8
Steve Yu,8.8
Steve Zacharias,3.6
Steven Ayromlooi,3.9
Steven Baigelman,5.4
Steven Bernstein,6.3
Steven Brill,5.9
Steven C. Miller,5.2
Steven Cantor,6.9
Steven Chester Prince,7.7
Steven Clarke,7.4
Steven Daniels,4.1
Steven Dieveney,4.3
Steven Dupler,6.7
Steven E. de Souza,4.5
Steven Feder,5.7
Steven Feinartz,7.0
Steven Fierberg,3.0
Steven Foster,7.1
Steven Goldmann,5.8
Steven Gomez,
Steven Green,6.6
Steven Greenstreet,7.3
Steven Hahn,6.7
Steven Hentges,5.3
Steven Hilliard Stern,6.0
Steven J. Santos,8.2
Steven Jacobson,6.2
Steven Kampmann,4.3
Steven Kastrissios,6.6
Steven Knight,6.7
Steven Kostanski,5.7
Steven Lewis Simpson,
Steven Lisberger,6.1
Steven Lovy,4.6
Steven M. Martin,7.4
Steven M. Smith,
Steven Maguire,3.2
Steven Maler,6.5
Steven Okazaki,8.1
Steven Paul,5.2
Steven Pearl,5.6
Steven Piet,8.0
Steven Pressman,7.7
Steven Quale,5.9
Steven R. Monroe,4.5
Steven Robman,5.8
Steven Rumbelow,3.2
Steven Sawalich,7.4
Steven Schachter,6.7
Steven Seagal,4.3
Steven Sebring,7.1
Steven Shainberg,6.2
Steven Sheil,5.9
Steven Silver,7.0
Steven Soderbergh,6.8
Steven Spielberg,7.4
Steven Vidler,6.4
Steven Williford,6.5
Steven Zaillian,6.7
Steven de Jong,6.4
Steven-Charles Jaffe,7.4
Stevie Long,5.2
Stevie Wermers,7.1
Stewart Hendler,5.4
Stewart Hopewell,4.5
Stewart Raffill,4.8
Stewart Sugg,6.3
Stewart Wade,5.7
Stian Kristiansen,7.1
Sticky Fingaz,5.2
Stig Bj�rkman,7.4
Stig Svendsen,5.4
Stijn Coninx,7.1
Stiles White,4.4
Stipe Delic,6.8
Stobe Harju,6.2
Storm Saulter,6.3
Strathford Hamilton,3.8
Straw Weisman,2.0
Stu Pollard,5.7
Stu Zicherman,5.7
Stuart A. Goldman,3.5
Stuart Acher,4.5
Stuart Baird,6.4
Stuart Beattie,5.7
Stuart Blumberg,6.4
Stuart Burge,7.3
Stuart Burkin,4.4
Stuart Cabb,7.6
Stuart Connelly,5.7
Stuart Cooper,4.9
Stuart Gillard,5.3
Stuart Gilmore,6.1
Stuart Gordon,6.2
Stuart Hagmann,5.8
Stuart Hazeldine,6.9
Stuart Heisler,6.5
Stuart MacDonald,7.6
Stuart Margolin,5.1
Stuart McDonald,
Stuart Millar,6.9
Stuart Murdoch,6.4
Stuart Orme,6.3
Stuart Paton,7.1
Stuart Rosenberg,6.3
Stuart Samuels,7.4
Stuart Schulberg,6.7
Stuart Simpson,5.5
Stuart Townsend,6.7
Stuart Urban,5.9
Stuart Walker,6.6
Sturla Gunnarsson,6.0
St�phan Carpiaux,6.2
St�phane Briz�,7.0
St�phane Giusti,7.1
St�phane Kazandjian,4.5
St�phane Lafleur,6.7
St�phane Lapointe,5.8
St�phane Laporte,7.5
St�phane Pachot,6.5
St�phane Robelin,6.7
St�phane Rybojad,6.3
St�phanie Di Giusto,
St�phanie Joalland,6.6
Su Friedrich,7.2
Su-chang Kong,6.3
Su-jin Lee,7.5
Su-won Shin,6.6
Subhash Ghai,6.3
Subhash Kapoor,7.4
Subhash Sehgal,3.4
Sudabeh Mortezai,6.7
Sudhir Mishra,6.4
Sue Bourne,6.6
Sue Brooks,6.2
Sue Corcoran,4.6
Sue Heel,5.1
Sue Kramer,5.8
Sujay Dahake,8.1
Sujoy Ghosh,6.4
Sukumar,7.7
Sulev Keedus,6.7
Sulev N�mmik,8.3
Sun-Woo Jang,5.7
Sunao Katabuchi,6.9
Sundar C.,8.9
Sung-bo Shim,7.0
Sung-gang Lee,7.0
Sung-hee Jo,7.3
Sung-ho Kim,6.5
Sung-hyun Byun,6.8
Sung-hyun Yoon,7.3
Sung-il Jung,7.0
Sung-su Kim,7.0
Sunny Bergman,7.2
Sunu Gonera,5.7
Suresh Krishna,7.8
Suri Krishnamma,5.2
Surya S.J.,7.8
Susan Dynner,7.3
Susan Froemke,7.4
Susan Jacobson,6.1
Susan Johnson,
Susan Montford,4.8
Susan Morgan Cooper,7.9
Susan Rohrer,7.2
Susan Saladoff,7.6
Susan Seidelman,5.6
Susan Skoog,6.5
Susan Streitfeld,5.5
Susan Stroman,6.4
Susan Warms Dryfoos,7.2
Susanna Fogel,6.2
Susanna Helke,6.7
Susanna Nicchiarelli,6.5
Susanna Styron,6.4
Susanna White,6.0
Susannah Grant,6.0
Susanne Bier,6.7
Susanne Ofteringer,7.2
Susanne Rostock,7.4
Susanne Zanke,6.0
Susumu Kudo,6.4
Sut Jhally,7.3
Sutton Roley,5.9
Suzan Beraza,7.4
Suzana Amaral,7.3
Suzi Yoonessi,6.5
Suzie Templeton,7.7
Suzuki Matsuo,7.0
Sven Bohse,6.3
Sven Methling,4.9
Sven Nykvist,7.2
Sven Taddicken,6.3
Sven Unterwaldt Jr.,4.1
Svend Wam,3.6
Svetlana Baskova,5.7
Svetlana Druzhinina,6.2
Svetozar Ristovski,7.1
Svyatoslav Podgayevskiy,5.0
Swamy M. Kandan,2.5
Syd Macartney,6.3
Sydney Freeland,
Sydney J. Bartholomew Jr.,2.7
Sydney Pollack,6.8
Sydney Sibilia,7.0
Syllas Tzoumerkas,6.1
Sylvain Chomet,7.5
Sylvain Estibal,7.0
Sylvain White,5.2
Sylvester Stallone,6.4
Sylvia Caminer,7.2
Sylvie Michel,6.1
Sylvie Testud,6.3
Sylvie Verheyde,5.8
Sylvio Tabet,3.7
Sylwester Checinski,8.1
Szabolcs Hajdu,7.4
Sze Yu Lau,5.9
S�bastien Betbeder,6.7
S�bastien Lifshitz,6.7
S�bastien Pilote,6.9
S�lveig Anspach,6.5
S�ndor Kardos,5.9
S�ndor Mih�lyfy,8.6
S�nke Wortmann,6.3
S�ren Balle,6.6
S�ren Green,7.2
S�ren Kragh-Jacobsen,6.5
S�rgio Machado,6.6
S�rgio Tr�faut,6.8
S�verine Cornamusaz,6.1
T. Fikret U�ak,4.9
T. Hayes Hunter,5.9
T. Michael Conway,4.7
T.C. Christensen,8.0
T.C. Johnstone,7.3
T.J. Scott,4.2
T.J. S�rkk�,5.9
T.L.P. Swicegood,4.8
Ta Huang,5.8
Taavi Kassila,6.0
Tab Murphy,6.9
Tad Stones,6.3
Tadashi Sawashima,7.1
Tadayoshi Yamamuro,8.0
Tadeusz Chmielewski,7.9
Tadeusz Konwicki,7.0
Tae-Yeon Won,7.7
Tae-gyun Kim,6.8
Tae-kyeong Kim,5.6
Tae-yong Kim,6.9
Tage Danielsson,7.0
Taggart Siegel,7.1
Tahmineh Milani,6.9
Tahvo Hirvonen,8.0
Tai Kat�,6.8
Taika Waititi,7.2
Tair Mamedov,6.2
Taisuke Kawamura,6.6
Tak Sakaguchi,5.6
Tak-Sam Leong,5.5
Takaaki Hirao,8.0
Takahiro Imamura,6.7
Takahiro Miki,7.0
Takahiro Miura,7.0
Takahiro �mori,7.9
Takahisa Zeze,6.7
Takanori Tsujimoto,6.2
Takao Okawara,6.4
Takashi,6.8
Takashi Ishii,6.3
Takashi Ito,7.2
Takashi Koizumi,7.7
Takashi Miike,6.8
Takashi Minamoto,6.2
Takashi Murakami,5.7
Takashi Nomura,7.5
Takashi Shimizu,5.9
Takashi Yamazaki,6.8
Takayuki Hirao,7.3
Takehiko Shinjo,7.6
Takeichi Sait�,7.8
Takena Nagao,6.9
Takeo Nakamura,6.3
Takeshi Fukunaga,8.4
Takeshi Kitano,7.1
Takeshi Kobayashi,7.0
Takeshi Koike,7.3
Takeshi Mori,7.5
Takuji Kitamura,5.8
Takumi Furukawa,7.2
Takuya Fukushima,6.6
Talal Derki,7.8
Talia Lugacy,4.8
Talmage Cooley,4.6
Talya Lavie,7.5
Tamar Simon Hoffs,3.9
Tamar van den Dop,7.3
Tamara Hernandez,5.6
Tamara Jenkins,6.9
Tamara Olson,2.9
Tammi Sutton,3.2
Tamra Davis,6.0
Tam�s Kem�nyffy,6.1
Tan Binh Vo,4.8
Tancred Ibsen,6.7
Taneli Mustonen,6.2
Taner G�nd�ner,6.3
Tanit Jitnukul,5.9
Tanner Beard,4.4
Tanuja Chandra,6.5
Tanveer Khan,4.7
Tanwarin Sukkhapisit,7.8
Tanya Hamilton,6.3
Tanya Rosenberg,4.9
Tanya Wexler,6.6
Tanzeal Rahim,4.5
Tao Ruspoli,7.7
Tapan Sinha,7.9
Tapio Piirainen,7.2
Tapio Suominen,5.8
Tara Ana�se,4.5
Tara Miele,6.2
Tara Subkoff,
Tareque Masud,8.4
Tarik Saleh,6.3
Tariq Tapa,6.5
Taron Lexton,7.3
Tarsem Singh,6.5
Taru M�kel�,5.9
Tarun Mansukhani,6.5
Tar� Ohtani,5.7
Tassos Boulmetis,7.6
Tat-Chi Yau,7.6
Tate Taylor,6.6
Tatia Pilieva,
Tatia Rosenthal,6.7
Tatiana Brandrup,
Tatsumi Kumashiro,6.3
Tatsuo Sat�,7.1
Tatsushi Ohmori,6.8
Tatsuya Mori,7.1
Tatsuya Nagamine,8.0
Tatsuyuki Nagai,
Tatyana Lioznova,7.7
Tatyana Lukashevich,7.7
Taweewat Wantha,6.1
Tawnia McKiernan,5.7
Tay Garnett,6.7
Taylor Hackford,6.8
Taylor Sheridan,5.0
Taylor Wong,6.1
Te-Sheng Wei,7.3
Teach Grant,7.4
Ted Bafaloukos,7.7
Ted Balaker,
Ted Braun,6.9
Ted Demme,6.9
Ted Geoghegan,5.8
Ted Kneeland,
Ted Koland,6.5
Ted Kotcheff,6.4
Ted Newsom,6.6
Ted Nicolaou,5.3
Ted Post,6.1
Ted Schillinger,7.1
Ted Tetzlaff,6.4
Ted V. Mikels,3.6
Ted Wilde,6.9
Teddy Chan,6.4
Teddy Mattera,5.9
Teddy Newton,8.2
Teddy Soeriaatmadja,7.0
Tedi Sarafian,3.9
Teemu Nikki,6.1
Teinosuke Kinugasa,7.5
Teller,7.8
Tem�stocles L�pez,4.7
Ten Shimoyama,7.0
Teng Hung Hsu,6.6
Tengiz Abuladze,8.2
Tenney Fairchild,5.3
Tenny Wright,5.9
Tennyson Bardwell,6.4
Tensai Okamura,6.7
Teppo Airaksinen,6.2
Terence Davies,7.0
Terence Fisher,6.5
Terence H. Winkless,4.2
Terence Hill,5.8
Terence Nance,6.0
Terence Ryan,5.7
Terence Young,6.3
Teresa Fabik,5.9
Terra Shin,6.5
Terracino,6.4
Terrence J. Martin,5.1
Terrence Malick,7.1
Terron R. Parsons,3.3
Terry Benedict,8.1
Terry Carr,6.1
Terry Cunningham,6.0
Terry George,6.9
Terry Gilliam,7.1
Terry Green,6.3
Terry Hughes,6.0
Terry Ingram,6.0
Terry Jastrow,5.2
Terry Jones,6.7
Terry Kinney,5.6
Terry Leonard,4.7
Terry Loane,7.3
Terry Marcel,5.1
Terry McDonough,8.3
Terry McMahon,7.1
Terry Miles,5.4
Terry O. Morse,6.9
Terry Winsor,6.1
Terry Zwigoff,7.3
Teruo Ishii,6.7
Teruyoshi Uchimura,7.1
Tessa Blake,7.1
Tetsuo Imazawa,6.5
Tetsuo Shinohara,6.8
Tetsuro Araki,7.4
Tetsuro Takeuchi,6.6
Tetsur� Amino,7.1
Tetsuya Nakashima,7.5
Tetsuya Watanabe,6.5
Teuvo Puro,6.1
Teuvo Tulio,6.4
Tewfik Saleh,7.9
Tex Avery,7.2
Thadd Turner,
Thaddaeus Scheel,7.3
Thaddeus O'Sullivan,6.7
Thanadol Nualsuth,4.7
Thanakorn Pongsuwan,5.2
Thanasis Vengos,7.9
Thanh Son Le,6.1
Thanos Kermitsis,6.6
Thea Sharrock,
Theo Avgerinos,5.0
Theo Love,6.8
Theo Papadoulakis,7.9
Theo van Gogh,6.1
Theodor Kotulla,7.3
Theodore Gershuny,5.3
Theodore J. Flicker,7.1
Theodore Melfi,7.3
Theodore Reed,6.5
Theodore Thomas,7.2
Theodore Witcher,7.4
Theodoros Angelopoulos,7.6
Theresa Connelly,5.4
Theu Boermans,7.5
Thierry Binisti,6.9
Thierry Notz,4.2
Thierry Poiraud,
Thierry Ragobert,6.4
Thierry Terrasson,
Thierry Z�no,4.8
Thilo Rothkirch,5.4
Thodoris Atheridis,5.2
Thodoros Maragos,8.1
Thom Andersen,7.0
Thom Best,6.3
Thom Eberhardt,6.2
Thom Fitzgerald,6.7
Thom Lu,4.2
Thomas Arslan,6.3
Thomas Balm�s,7.1
Thomas Bezucha,6.5
Thomas Bidegain,5.9
Thomas Bohn,5.3
Thomas Borch Nielsen,6.1
Thomas Bradford,3.0
Thomas C. Grane,7.4
Thomas Cailley,6.8
Thomas Cappelen Malling,5.1
Thomas Carr,6.4
Thomas Carter,6.7
Thomas Clay,5.0
Thomas Daley,4.8
Thomas Dekker,
Thomas Della Bella,
Thomas Durchschlag,7.1
Thomas Engel,6.6
Thomas Farone,5.1
Thomas Freundner,6.5
Thomas Frickel,7.6
Thomas G. Miller,8.1
Thomas Gilou,6.1
Thomas Gomez Durham,4.4
Thomas Honickel,7.0
Thomas Ikimi,5.3
Thomas Imbach,7.1
Thomas J. Schmidt,2.1
Thomas J. Tobin,6.3
Thomas J. Wright,4.2
Thomas Jahn,6.1
Thomas Jane,5.3
Thomas Jason Davis,5.3
Thomas Johnson,8.4
Thomas K. Avildsen,5.9
Thomas Lilti,6.8
Thomas Michael Donnelly,5.9
Thomas Mignone,6.9
Thomas Newman,3.3
Thomas Reichman,8.2
Thomas Rickman,6.3
Thomas Riedelsheimer,7.7
Thomas Roth,6.8
Thomas Russell,5.6
Thomas S. Hammock,5.2
Thomas Schlamme,6.3
Thomas Stuber,5.5
Thomas Torelli,8.0
Thomas Verrette,3.0
Thomas Vincent,6.1
Thomas Vinterberg,7.2
Thomas Whelan,6.5
Thomas Wirthensohn,7.8
Thomas Zellen,
Thor Freudenthal,5.9
Thor Heyerdahl,8.0
Thornton Freeland,6.8
Thorold Dickinson,7.1
Thunder Levin,3.0
Thymaya Payne,7.1
Ti West,5.3
Tia Brelis,5.4
Tian Xiao Peng,7.8
Tian-Ming Wu,7.6
Tibor Hern�di,5.3
Tibor Tak�cs,4.4
Ticoy Rodriguez,
Tien-Yu Fu,7.0
Tiffanie DeBartolo,6.2
Tig Notaro,
Tigmanshu Dhulia,7.5
Tigran Keosayan,7.1
Tiina Lymi,
Til Schweiger,6.4
Till Franzen,6.3
Till Kleinert,5.7
Till Nowak,7.4
Till Schauder,7.1
Tiller Russell,5.9
Tim Allen,5.6
Tim Blake Nelson,6.9
Tim Brown,4.1
Tim Burstall,5.7
Tim Burton,7.1
Tim Chambers,6.5
Tim Cowles,5.7
Tim Cox,4.6
Tim Curran,7.1
Tim Disbrow,6.7
Tim Disney,7.0
Tim Fehlbaum,5.9
Tim Fywell,6.5
Tim Garrick,4.3
Tim Godsall,7.4
Tim Hamilton,5.3
Tim Hill,5.4
Tim Hodge,7.3
Tim Hunter,6.5
Tim Iacofano,2.8
Tim Johnson,6.8
Tim K. Smith,8.0
Tim Kincaid,2.8
Tim Kirkby,8.2
Tim Kirkman,7.3
Tim Lambert,7.1
Tim Mahoney,8.4
Tim Maltby,6.4
Tim Matheson,5.7
Tim McCanlies,6.7
Tim McCann,6.7
Tim Metcalfe,6.4
Tim Miller,
Tim Nicholls,4.8
Tim Oliehoek,6.4
